Permission,Sentence,Similarities_Score
Personal Information,"although others will a ... view more rgue to get a bigger unit or different brand, for the price and innovation, it's pretty good as a personal sized portable air purifier.",1
Personal Information,section 6 - security to protect your personal information,1
Personal Information,"as an example, if you are located in canada and your transaction is processed by a payment gateway located in the united states, then your personal information used in completing that transaction may be subject to disclosure under united states legislation, including the patriot act.",1
Personal Information,"for these providers, we recommend that you read their privacy policies so you can understand the manner in which your personal information will be handled by these providers.",1
Personal Information,we may disclose your personal information if we are required by law to do so or if you violate our terms of service.,1
Personal Information,"if we ask for your personal information for a secondary reason, like marketing, we will either ask you directly for your expressed consent, or provide you with an opportunity to say no.",1
Personal Information,"when you provide us with personal information to complete a transaction, verify your credit card, place an order, arrange for a delivery or return a purchase, we imply that you consent to our collecting it and using it for that specific reason only.",1
Personal Information,"when you purchase something from our store, as part of the buying and selling process, we collect the personal information you give us such as your name, address and email address.",1
Personal Information,the personal information that we collect are used for providing and improving the service.,1
Personal Information,"bionic-gaming, llc will take all steps reasonably necessary to ensure that your data is treated securely and in accordance with this privacy policy and no transfer of your personal data will take place to an organization or a country unless there are adequate controls in place including the security of your data and other personal information.",1
Personal Information,"types of data collected  personal data  while using our service, we may ask you to provide us with certain personally identifiable information that can be used to contact or identify you (""personal data"").",1
Personal Information,"liberty mutual maintains physical, electronic, and procedural safeguards that comply with applicable regulations to guard your personal information.",1
Personal Information,"where this is the case, we will take appropriate measures to protect your personal information in accordance with this privacy policy and applicable data privacy law.",1
Personal Information,"if you have any questions about how we handle user data and personal information, feel free to contact us.",1
Personal Information,"you are free to refuse our request for your personal information, with the understanding that we may be unable to provide you with some of your desired services.",1
Personal Information,we only ask for personal information when we truly need it to provide a service to you.,1
Personal Information,opentext customers  opentext may also collect personal data from customers as required to provide support and delivery of opentext products and services.,1
Personal Information,"xpedite systems, llc  gdpr  data subjects covered by the gdpr are afforded additional rights including:   the right to be forgotten: you have the right to request the erasure of the personal data submitted to opentext; this means you can request opentext restrict your data from any further processing, and have your data deleted if possible.",1
Personal Information,you may also withdraw your consent for opentext to process your personal data.,1
Personal Information,"you may request from opentext access to, correction of, blocking of and/or deletion of your personal data in line with applicable data protection law.",1
Personal Information,"in certain situations, opentext may be required to disclose personal data in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.",1
Personal Information,opentext has responsibility for the processing of personal information it receives under the privacy shield and subsequently transfers to a third party acting as an agent on its behalf.,1
Personal Information,additional transfers  opentext may share personal information with its affiliates and with vendors working on our behalf as necessary to complete your requests and to provide you opentext products and services.,1
Personal Information,opentext will require such service providers to adopt adequate technical and organizational security measures to ensure the processing of personal data only as instructed by opentext and for no other purposes.,1
Personal Information,we will retain your personal information as needed to fulfill the purposes for which it was collected.,1
Personal Information,"if you have provided opentext with your personal data, you have the rights described below in the data subject rights section below.",1
Personal Information,"however, when registering for an event, subscribing to receive opentextâ€™s marketing materials or when purchasing or using opentextâ€™s products or services or in other circumstances, you may be required to provide some or all of the personal data listed below.",1
Personal Information,"if you wish to be informed what personal information we hold about you and if you want it to be removed from our systems, please contact us.",1
Personal Information,will retain your personal information only for as long as is necessary for the purposes set out in this privacy policy.,1
Personal Information,permission to do so  processing your personal information is in new client acquisitions l.l.c.,1
Personal Information,legal basis for collecting and using the personal information described in this privacy policy depends on the personal information we collect and the specific context in which we collect the information:   new client acquisitions l.l.c.,1
Personal Information,our primary intention for collecting personal and private information from you is simply to conduct our business.,1
Personal Information,you have no obligation to provide us with any pii and the submission of such information is at your sole discretion and consent.,1
Personal Information,any personal information you provide will be kept confidential.,1
Personal Information,aiton hints will take all steps reasonably necessary to ensure that your data is treated securely and in accordance with this privacy policy and no transfer of your personal data will take place to an organization or a country unless there are adequate controls in place including the security of your data and other personal information.,1
Personal Information,"verifiable consent from a childâ€™s parent or guardian is required before collecting, using, or disclosing personal information from a child under age 13.",1
Personal Information,"10.Â Â  complaints  in the event that you wish to make a complaint about how your personal data is being processed by communicorp media, or how your complaint has been handled, you have the right to lodge a complaint directly with the data protection commissioner and communicorp media.",1
Personal Information,where you have registered for an event weâ€™ll retain your personal data for 13 months after the event as a record of attendance.,1
Personal Information,how long we keep your data  communicorp media only ever retains personal information for as long as is necessary to provide a service you have consented to or to adhere to certain warranties or proof of delivery for competition winners.,1
Personal Information,6.Â Â Â Â Â Â  sharing and disclosing your personal information  ,1
Personal Information,we collect personal data to administer your personalised preferences such as news content or preferred music and services.,1
Personal Information,"how we use the personal data we collect:    communicorp media takes your privacy very seriously and will never disclose, share or sell your data without your consent; unless required to do so by law.",1
Personal Information,"communicorp media will collect, use, store or otherwise process personal data in line with the policy below.",1
Personal Information,communicorp media will ensure that it keeps all personal data you provide to us in accordance with our obligations under the data protection acts 1988 to 2018 and general data protection regulation,1
Personal Information,"in good faith, provider has implemented reasonable security measures to protect the data, whether personal or anonymous.",1
Personal Information,personal information supplied in this way will be used solely for the purpose described at the time that the information is supplied.,1
Personal Information,personal information or fitness data that is stored on your device is your responsibility.,1
Personal Information,"you are solely responsible for the protection of your device, including any use of meditation studio or any storage of personal information or fitness data incident to the use of meditation studio on your device.",1
Personal Information,transfer of personal information; international visitors the services are based in the united states.,1
Personal Information,"in addition to the disclosures for the purposes above, we may disclose your personal information and non-personal information to a buyer or other successor as part of a merger, acquisition, change of control or other similar business transfer, to government body or other third party if required to do so by law or in the good faith belief that such action is necessary to comply with a legal obligation, or in specific other cases with your consent.",1
Personal Information,"we may from time to time aggregate some of your personal information in certain data analysis, reports, or other interpretations of investment trends for both internal and external purposes.",1
Personal Information,we may also collect and store information if you invite other users to the services by providing us with their personal information.,1
Personal Information,we will treat your fitness data and personal information as confidential.,1
Personal Information,these mobile device ids are only tracking and collecting non-personal information.,1
Personal Information,"fabric, firebase, amazon web services, and big query capture application analytics using a non-personal identifier (uuid).",1
Personal Information,below are the various ways in which we may collect personal information and non-personal information from you.,1
Personal Information,"as part of such surveys we may, with the user's permission, collect personal and potentially identifying information.",1
Personal Information,this privacy policy document describes in detail the types of personal information is collected and recorded by and how we use it.,1
Personal Information,"for your protection, we may only implement requests with respect to the personal data associated with the particular email address that you use to send us your request, and we may need to verify your identity before implementing your request.",1
Personal Information,"in your request, please make clear: (i) what personal data is concerned; and (ii) which of the above rights you would like to enforce.",1
Personal Information,"in certain situations, for example when the personal data we hold about you is no longer relevant or is incorrect, you can request that we erase your data.",1
Personal Information,you can also contact us to update or correct any inaccuracies in your personal data.,1
Personal Information,you may access the personal data we hold about you at any time by contacting us directly.,1
Personal Information,our collection of special categories of personal data; (iv),1
Personal Information,"we will then destroy your personal data or anonymize the personal data, in accordance with applicable law.",1
Personal Information,"9. security we seek to use reasonable organizational, technical and administrative measures to protect personal data within our organization.",1
Personal Information,"we urge you to be very careful when deciding to disclose your personal data, or any other information, on our services.",1
Personal Information,you may share personal data with us when you submit user generated content to our services.,1
Personal Information,we make personal data into anonymous data by making it impossible to identify an individual from the anonymous data by any further processing of that anonymous data or by processing it together with other information which is available or likely to be available.,1
Personal Information,anonymous data we may create anonymous data from the personal data we receive about you and other individuals whose personal data we collect.,1
Personal Information,"we may share personal data as we believe necessary or appropriate: (a) to comply with applicable laws; (b) to comply with lawful requests and legal process, including to respond to requests from public and government authorities to meet national security or law enforcement requirements; (c) to enforce our privacy policy or terms of use agreement; and (d) to protect our rights, privacy, safety or property, and/or that of you or others.",1
Personal Information,"we may share personal data when we do a business deal, or negotiate a business deal, involving the sale or transfer of all or a part of our business or assets.",1
Personal Information,"in particular, you may let us share personal data with our affiliates where you wish to receive marketing communications from them.",1
Personal Information,"we may share some or all of your personal data with our affiliates, in which case we will require our affiliates to comply with this policy.",1
Personal Information,we may share personal data with advertisers and advertising networks that require the data to select and serve relevant advertisements to you and others as described in section 4.,1
Personal Information,these third parties are only permitted to use your personal data to the extent necessary to enable them to provide their services to us.,1
Personal Information,we may share your personal data with third parties where you have provided your consent to do so.,1
Personal Information,sharing your personal data we may share your personal data as follows: third parties designated by you.,1
Personal Information,"non-marketing emails include emails about your account with us (if you have one) and our business dealings with you; as we believe necessary or appropriate (a) to comply with applicable laws; (b) to comply with lawful requests and legal process, including to respond to requests from public and government authorities; (c) to enforce our policy; and (d) to protect our rights, privacy, safety or property, and/or that of you or others; and as described in the â€œsharing of your personal dataâ€ section below.",1
Personal Information,"we will process this personal data based on our legitimate interest of evaluating job candidates (or, when you provide us with special categories of data, based on your consent).",1
Personal Information,we will collect the personal data you provide when you report a problem with our services or when we provide you with customer support.,1
Personal Information,we will collect any personal data you upload that may be contained in any comment or other submission you upload or send to us.,1
Personal Information,"we also collect other types of personal data that you provide to us voluntarily, such as your operating system and version, product registration number, and other requested information if you contact us via e-mail or our mobile app regarding support for the services.",1
Personal Information,2. collecting your personal data we collect information about you in the following ways: information you give us.,1
Personal Information,"to the extent provided by applicable law, you may withdraw any consent you previously provided to us, or object at any time on legitimate grounds, to the processing of your personal data.",1
Personal Information,we need certain personal data in order to provide you with access to the services.,1
Personal Information,"we collect personal data and anonymous data, as described below.",1
Personal Information,"we collect information about you in a range of forms, including personal data.",1
Personal Information,we will take all steps reasonably necessary to ensure that your personal data is treated securely and in accordance with this policy.,1
Personal Information,", we identify the legal grounds on which we rely to process personal data.",1
Personal Information,"if you would like to make a complaint regarding this policy or our practices in relation to your personal data, please contact us at:",1
Personal Information,we are committed to resolve any complaints about our collection or use of your personal data.,1
Personal Information,": for the purpose of applicable data protection legislation, the data controller of your personal data is",1
Personal Information,please read the following information carefully to understand our views and practices regarding your personal data and how we will treat it.,1
Personal Information,"in connection with these offerings and business operations, these third parties may have access to your personal information for use in connection with those business activities.",1
Personal Information,"how do we use the information broadly speaking, we use personal information for purposes of administering and expanding our business activities, providing customer service and making available other products and services to our customers and prospective customers.",1
Personal Information,personal information registration information,1
Personal Information,"for example, we may share personal information including email address or mailing address with fulfillment houses and other service providers to allow delivery of prizes.",1
Personal Information,"when you provide us with personal information, you are authorizing us to use that information in accordance with the terms of this privacy policy, which includes your right to limit our use of your personal information as described in this policy.",1
Personal Information,"certain non-personal information may also be collected including products and locations you like, and product order history.",1
Personal Information,"the information we collect   as used in this privacy policy, ""personal information"" means any information that is linked to your identity such as your name, address, phone number (including mobile), birth day/month, demographic and geographic information, transaction information (including payment card and billing information),",1
Personal Information,we may disclose the personal information you provided to us if we are requested to disclose it following a court order or to protect our legal rights.,1
Personal Information,"collection of information  in some cases we may ask you to provide us with some information for registration, survey or similar purposes only where we clearly indicated that we are collecting some of your personal information, the reason why we are collecting it and after you had agreed to our collection.",1
Personal Information,"where we use your personal data for profiling purposes, the following shall apply:  a) clear information explaining the profiling will be provided, including its significance and the likely consequences; b) appropriate mathematical or statistical procedures will be used; c) technical and organisational measures necessary to minimise the risk of errors and to enable such errors to be easily corrected shall be implemented; and d) all personal data processed for profiling purposes shall be secured in order to prevent discriminatory effects arising out of profiling.",1
Personal Information,automated decision-making and profiling   in the event that we use personal data for the purposes of automated decision-making and,1
Personal Information,"for more details, please refer to our cookie policy    summary of your rights under gdpr under the gdpr, you have:   the right to request access to, deletion of or correction of, your personal data held by us;  the right to complain to a supervisory authority;  be informed of what data processing is taking place;  the right to restrict processing;  the right to data portability;  object to processing of your personal data;  rights with respect to automated decision-making and profiling",1
Personal Information,you have the legal right to ask for a copy of any of your personal data held by us.,1
Personal Information,"you may withdraw your consent for us to use your personal data as set out in section in 5 at any time by contacting us using the details set out in section 15, and we will delete your data from our systems.",1
Personal Information,"in certain circumstances we may be legally required to share certain data held by us, which may include your personal information, for example, where we are involved in legal proceedings, where we are complying with the requirements of legislation, a court order, or a governmental authority.",1
Personal Information,"under gdpr we will ensure that your personal data is processed lawfully, fairly, and transparently, without adversely affecting your rights.",1
Personal Information,all personal data is stored securely in accordance with the eu general data protection regulation (regulation (eu) 2016/679) (gdpr).,1
Personal Information,"personal profile, 2.",1
Personal Information,we respect your rights concerning the processing of personal information and provide you with relevant and appropriate choices.,1
Personal Information,"where required, we comply with applicable legal frameworks relating to the transfer of personal information.",1
Personal Information,j.p. morgan will take appropriate steps to ensure your personal information is handled as described in this online privacy policy.,1
Personal Information,"to do this, we sometimes share your personal information among members of the jpmorgan chase & co. family of companies or service providers and other third parties that are located outside your home country.",1
Personal Information,we can share your personal information with any person or entity if we have your consent to do so.,1
Personal Information,"if these companies receive your personal information, they are required to safeguard it and only use it for those purposes we specify.",1
Personal Information,"additionally, we reserve the right to share your personal information in connection with a corporate change including a merger, acquisition or sale of all or any relevant portion of our business or assets.",1
Personal Information,"we share personal information among our affiliates and business units when we believe it will enhance the services we can provide, but only in circumstances where such sharing conforms to law, any applicable confidentiality agreements, and our policies and practices.",1
Personal Information,we share personal information with affiliates and with others when we believe it will enhance the services and products we can provide to you or for legal and routine business reasons.,1
Personal Information,"in particular, we will retain personal information for as long as it is needed to establish, exercise or defend any legal rights.",1
Personal Information,from time to time we may ask you to confirm the accuracy of your personal information.,1
Personal Information,we may combine this information with the personal and other information we have collected about you under this online privacy policy.,1
Personal Information,"we sometimes collect information about you from additional online and offline sources including social media (to the extent you choose to make your personal information public) and commercially available third-party sources, such as credit reporting agencies.",1
Personal Information,"we may later associate the usage and other information we collect online with personal information about you, as permitted or required by law.",1
Personal Information,"in addition to the personal information described above, we collect certain information about your use of our online services.",1
Personal Information,"in some instances, we create personal information about you, such as records of your interactions with us, and details of your accounts.",1
Personal Information,"we take our responsibility to protect the privacy and confidentiality of your information, including personal information, very seriously.",1
Personal Information,"this online privacy policy explains what and how we collect, share, use, and protect your personal information when you visit or use this and other online services offered by the jpmorgan chase & co. family of companies (â€œj.p.",1
Personal Information,"subject to exemptions under applicable law (which may include, depending on the circumstances, u.s. law protecting the rights to free speech and free press or eu law protecting the rights to freedom of expression or information, including processing for journalistic purposes), you have the following rights with respect to your personal data:   to request a copy of your personal data which 88nine radio milwaukee holds;  to request that 88nine radio milwaukee provide you access to and/or rectify personal data that is inaccurate or out of date;  to request erasure of your personal data where it is no longer necessary for 88nine radio milwaukee to retain it;  if you have consented to processing, the right to withdraw consent at any time;  to lodge a complaint with a supervisory authority.",1
Personal Information,sharing your personal information  ,1
Personal Information,88nine radiomilwaukee may collect and use users personal information for the following purposes:  to improve customer service.,1
Personal Information,non-personal data identification information  ,1
Personal Information,personal data information  'personal data' means any information relating to an identified or identifiable natural person ('data subject').,1
Personal Information,"similarly, information we receive from registered users residing in the eu/eea who nonetheless elect to prohibit the collection of their personal information may also have certain data related to their account transferred outside of and/or stored on servers in jurisdictions outside of the eu/eea.",1
Personal Information,"all of your personal data will be deleted, but we may retain some information if it is required to comply with legal obligations, comply with court orders, prevent fraud or abuse, or for some other legitimate interest.",1
Personal Information,you may change your personal data protection selection any time you desire by clicking here .,1
Personal Information,"changing, correcting or deleting your personal information.",1
Personal Information,"we may, however, resolicit your affirmative personal data protection selection from time to time or on an as-needed basis.",1
Personal Information,accuradio will retain your personal data protection selection until you elect to affirmatively change it by clicking here .,1
Personal Information,retention of your personal information protection selection .,1
Personal Information,"you will always be eligible to register with us and create an account (i.e., become a registered listener), but you will be required to affirmatively elect your personal data protection option at that time.",1
Personal Information,"if you reside in the eu/eea and are a non-registered listener, you have two options regarding the protection of your personal data: (1) you may register with us and establish an account permitting you to create your 5-star channel, rate or ban songs, receive information from us, etc.",1
Personal Information,"if you reside in the eu/eea, you have data protection options that you must exercise regarding the protection of your personal information, including the right to prohibit accuradio (and the third parties that work with us to collect information like google analytics and adswizz) from collecting information about you.",1
Personal Information,"consequently, we and third parties will continue to collect personal information in accordance with the terms of this policy.",1
Personal Information,"when you visit accuradio and listen to our channels without registering with us, we and some third parties still collect certain non-personal information about you (a â€œnon-registered listenerâ€).",1
Personal Information,"terms & conditions       privacy policy  this privacy policy sets out:   matters of which you should be aware regarding information we may collect about you;  our policies on the handling of your personal information; and  generally, what sort of information we hold, why we hold it, and how we collect, hold and use that information.",1
Personal Information,where we transfer your personal data out of the eu we will take steps to ensure that your personal data receives an adequate level of protection where it is processed and your rights continue to be protected.,1
Personal Information,"anchor takes steps to protect the personal data provided via the services from loss, misuse, and unauthorized access, disclosure, alteration, or destruction.",1
Personal Information,"this privacy policy describes when we process your personal data for our legitimate interests, what these interests are and your rights.",1
Personal Information,#NAME?,1
Personal Information,"we will give you your personal data in a structured, commonly used and machine-readable format.",1
Personal Information,"- right to restrict processing:  you may ask us to restrict or â€˜blockâ€™ the processing of your personal data in certain circumstances, such as where you contest the accuracy of the data or object to us processing it (please read below for information on your right to object).",1
Personal Information,"subject to applicable eu law, you have the following rights in relation to your personal data: - right of access: if you ask us, we will confirm whether we are processing your personal data and, if so, provide you with a copy of that personal data along with certain other details.",1
Personal Information,"anchor fm, inc. is the data controller for processing personal data provided to us through the services.",1
Personal Information,you may also update your personal data from your user settings.,1
Personal Information,"update your information if you need to change or correct your personal data, or wish to have it deleted from our systems, you may contact us .",1
Personal Information,"in some circumstances we may anonymize your personal data so that it can no longer be associated with you, in which case it is no longer personal data.",1
Personal Information,"to determine the appropriate retention period for your personal data, we will consider the amount, nature, and sensitivity of the personal data, the potential risk of harm from unauthorized use or disclosure of your personal data, the purposes for which we use your personal data and whether we can achieve those purposes through other means, and the applicable legal requirements.",1
Personal Information,"we will keep your personal data for as long as reasonably necessary for the purposes described in this privacy policy, while we have a legitimate business need to do so, or as required by law (e.g.",1
Personal Information,"pursuant to our instructions, these parties will access, process or store personal data in the course of performing their duties to us.",1
Personal Information,anchor may display targeted advertisements based on personal data.,1
Personal Information,"if we do, where required by law, for example if you are a user in the european union (â€œ eu â€), we will only send you marketing information if you consent to us doing so at the time you provide us with your personal data.",1
Personal Information,"as necessary for certain legitimate business interests , which include the following : Â· to respond to your inquiries and fulfill your requests for products and services; Â· to customize our services for you, including providing recommendations, personalized advertising and content (please read below to learn how we use personal data for targeted advertisement).",1
Personal Information,how we use information we use your personal data for the following purposes: to authenticate users and provide the service .,1
Personal Information,"when you elect to access and use the social media services, you will be sharing your information (which will include personal information if you elect to share such information) with those social media services and others on the social media services platform.",1
Personal Information,", we collect information that, alone or in combination with other information, could be used to identify you (â€œ personal data â€) 1.",1
Personal Information,"by providing us with your personal data when using the services, you agree to the practices described in this privacy policy.",1
Personal Information,"this privacy policy explains what personal data we collect through the services, how we use and share that data, and your choices concerning our data practices.",1
Personal Information,we may link some of this information to personally identifiable information for internal purposes only or to assist you in your personal weight-loss efforts.,1
Personal Information,"at the same time, data collected by your third party tracker (for example, personal activity data collected via an activity tracker device or other collected data) will be transferred to us and may be incorporated into your weight watchers account (for example, to display activityÂ smartpointsÂ® values earned) in accordance with the terms of this privacy policy.",1
Personal Information,"the number of steps and distance walked, calories burned and other personal metrics).",1
Personal Information,"you acknowledge that such transfers may occur, and that any acquirer of brilong may continue to use your personal information as set forth in this policy.",1
Personal Information,"e-commerce  those who engage in transactions with brilong Ã¢â‚¬â€œ by purchasing brilong's services or products, are asked to provide additional information, including as necessary the personal and financial information required to process those transactions.",1
Personal Information,"if you have reason to believe that a child under the age of 13 has provided personal information to us, please contact us, and we will endeavor to delete that information from our databases.",1
Personal Information,"with your permission, third-party applications or services may access your personal information.",1
Personal Information,"when you sign up to receive any of our newsletters, respond to a survey, register for a class, or purchase any product or service, you may be required to provide us with personal information about yourself, such as your name, address, email address, and phone number.",1
Personal Information,1. personal information.,1
Personal Information,"how to contact us orÂ complain   if you have any questions about this privacy policy, wish to access or correct or make an inquiry regarding or request that we delete or cease processing any personal information relating to you which may be in our possession, have a query regarding our privacy practices, have a complaint in relation to a breach of applicable privacy or data protection laws, or would like to request a printed copy of this privacy policy, please contact our it managerÂ at:  mailing address: 1337 hundred oaks drive â€“ suite h, charlotte, nc 28217;Â or  email:",1
Personal Information,"if we refuse to provide you with access to or correct your personal information, we will provide you with an explanation in writing.",1
Personal Information,you may make a request for access to or correction of any personal information we hold about you.,1
Personal Information,"we encourage you to update us regularly with your personal information to ensure we hold information about you that is up-to-date, accurate and complete.",1
Personal Information,"we will destroy, delete or de-identify your personal information within a reasonable time after the end of the period mentioned in the previous paragraph unless we are required to retain it byÂ law.",1
Personal Information,"data security and storage; how long we keep yourÂ information   we will take reasonable steps to protect all personal information which we hold from misuse, loss and from unauthorized access, modification orÂ disclosure.",1
Personal Information,if you have any queries about the basis upon which we may transfer your personal information outside of the us,1
Personal Information,"we will ensure that any transfer to such countries of your personal information in cases where the gdpr applies to such transfer, either by us or by any third party supplier to whom we provide your information, will (unless the european commission considers their laws adequate) be subject to appropriate or suitable relevant safeguards (e.g.",1
Personal Information,"in addition to using your personal information to provide our services to you or your organization, this information may beÂ used:   to administer our services including contacting you in relation toÂ payments;  to administer and moderate the a rood awakening!",1
Personal Information,we will use your personal information for the purpose of providing our services to you or yourÂ organization.,1
Personal Information,"we may also obtain personal information from other sources or third parties, including our affiliates (including in the uk) or our distributors, resellers, or others in yourÂ organization.",1
Personal Information,"we may collect the following information:  your contact details including your name, email address, employer details, mailing address, phone number and mobile phoneÂ number;  your country ofÂ residence;  your, event attendee details (whereÂ applicable);  your financial information, such as your bank account or credit card details, for any product purchases and or donations;Â and any other personal information you provide to us in relation to theÂ products or services.",1
Personal Information,"when we do so in the european union (eu), or if you are located in the eu and we offer goods or services to you, we are regulated under the general data protection regulation (gdpr) which applies across the european union (including in the united kingdom (uk)) and we are responsible as â€˜controllerâ€™ of that personal information for the purposes of those laws.",1
Personal Information,"international) collect, use and are responsible for certain personal information about you.",1
Personal Information,"coppa (children online privacy protection act)   when it comes to the collection of personal information from children under 13, the children's online privacy protection act (coppa) puts parents in control.",1
Personal Information,"we never ask for personal or private information like names,phone-numbers,physical addresses,email addresses or credit card numbers.",1
Personal Information,"pii, as used in us privacy law and information security, is information that can be used on its own or with other information to identify, contact, or locate a single person, or to identify an individual in context.",1
Personal Information,home    unified platform    personal cloud    business cloud    iot cloud    ,1
Personal Information,"how to contact us  if you have any questions or concerns about our use of your personal information and information within this policy, please contact us via the privacy section on our customer services portal here .",1
Personal Information,"you may have the right to access personal information that we hold about you and request that we correct, amend or delete it if it is inaccurate or processed in violation of the privacy shields.",1
Personal Information,"under certain circumstances, we may be required to disclose your personal information in response to valid requests by public authorities, including to meet national security or law enforcement requirements.",1
Personal Information,further choices and means you have for limiting the use and disclosure of your personal information are set out in the â€œyour information choicesâ€ section below  ,1
Personal Information,"before using your personal information for materially different purposes or disclosing it to independent third parties, we will provide you with the opportunity to opt out.",1
Personal Information,we will only process personal information in ways that are compatible with the purposes outlined above in this privacy policy (or those you later authorize).,1
Personal Information,"we have self-certified compliance with the eu-us and swiss-us privacy shield framework as set forth by the us department of commerce regarding the collection, use, and retention of personal information from the european union and switzerland.",1
Personal Information,"this means that when we collect your personal information, we may process it in any of these countries.",1
Personal Information,"international data transfers  the personal information we collect, or is collected on our behalf, may be transferred to, and processed in, countries other than the country in which you reside.",1
Personal Information,"while no online services can guarantee absolute security, we have implemented appropriate technical and organizational measures to protect the personal information that we collect and process about you.",1
Personal Information,"if you have questions about or need further information concerning the legal basis on which we collect and use your personal information, please contact us at the information provided at the bottom of this privacy policy.",1
Personal Information,"in the case of any acquisition, we will inform the buyer it must use your personal information only for the purposes disclosed in this privacy policy; or  â€¢ any others with your consent to the disclosure.",1
Personal Information,"if you choose to access these optional services, we will on occasions share information about you, including your personal information, with those partners.",1
Personal Information,"in general, we will use the personal information we collect from you only for the purposes described in this privacy policy or for purposes that we explain to you at the time we collect your personal information.",1
Personal Information,"when using a social media feature, if you have chosen to include personal information in your social media account, we may access information such as your name, profile picture, gender, birthday, email address, town or district and any other information you have chosen to make available.",1
Personal Information,"in some countries, including countries in the european economic area, this information may be considered personal information under applicable data protection laws.",1
Personal Information,you should obtain the consent of any other individual(s) prior to providing us with their personal information and travel preferences.,1
Personal Information,"when you make a reservation for someone else through our online services, we will request personal information and travel preferences about that individual.",1
Personal Information,we take appropriate steps to limit the circumstances under which we may collect sensitive personal information; examples of this information include the following:  - health-related information may be needed to provide appropriate travel accommodation and accessibility or facility requirements.,1
Personal Information,"â€¢ special categories of personal information   certain types of personal information, such as some government-issued identification numbers, religion, health or sexuality, are considered sensitive and require additional protection under applicable laws.",1
Personal Information,we may also use your personal information for other purposes described in the â€œhow we use your informationâ€ section below.,1
Personal Information,the personal information that we may collect about you broadly falls into the following categories:    ,1
Personal Information,"if you have any questions or concerns about our use of your personal information, then please contact us through information found in the â€œcontact usâ€ section at the bottom of this policy.",1
Personal Information,"please review the privacy policies posted on those other online areas to understand their procedures for collecting, using, and disclosing personal information.",1
